loan_id,product,state,industry,annual_revenue,ebitda,leverage_ratio,interest_coverage_ratio,years_in_business,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_director_guarantee,security_type,collateral_value,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,discount_rate_proxy_used,discount_rate_source,icr_driver,dscr_driver,industry_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
37,Commercial,SA,Wholesale Trade,3241243.07,559200.58,11.84,2.78,31,Overdraft,3610864.81,3208916.02,401948.79,0.7808,3522777.32,Senior Secured,0,PPSR - P&E,2667939.86,0.7573,2020-12-18,Voluntary Administration,0.0726,0.0686,0.0726,Workout,28,0.782023,3.23,Elevated,3.5,2.9,0.0726,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.806623,0.806623,1.3273720000000002,1.05475,1.4000456170000004,1.4000456170000004,macro_plus_industry,v1.0,baseline,1.1293089957213913,0.031752,1.1610609957213913,0.05500000000000001,1.0,0.945,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
38,Commercial,VIC,Education & Training,19716741.14,3602857.03,6.69,5.67,36,Revolving Credit,14641836.91,12062928.66,2578908.25,0.6657,13779761.98,Senior Secured,1,Property,13371361.89,0.9704,2021-04-23,90 DPD,0.0658,0.0501,0.0658,Workout,17,0.181268,2.3,Medium,1.8,5.0,0.0658,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.18726800000000002,0.18726800000000002,1.1602119999999998,0.985,1.1428088199999997,1.1428088199999997,macro_plus_industry,v1.0,baseline,0.21401152210375998,0.029519999999999998,0.35,0.13074666666666668,0.24353152210375997,0.2116905873604337,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
39,Commercial,NSW,Manufacturing,32993060.05,3795198.18,3.95,8.05,26,Term Loan,8105549.06,7907910.31,197638.75,1.0,8105549.06,Senior Unsecured,1,PPSR - Mixed,7807815.69,0.9633,2019-08-21,Covenant Breach,0.0571,0.0514,0.0571,Workout,23,0.743013,3.5,Elevated,3.2,3.1,0.0571,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.7730130000000001,0.7730130000000001,1.2332119999999998,1.075,1.3257028999999996,1.3257028999999996,macro_plus_industry,v1.0,baseline,1.0247855758376998,0.0324,1.0571855758376998,0.10849333333333333,1.0,0.8915066666666667,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
40,Commercial,NSW,Professional Services,5880234.7,867015.61,9.84,2.29,27,Revolving Credit,6898983.09,4384563.06,2514420.03,0.7358,6234613.01,Senior Secured,1,GSR Only,3018880.46,0.4842,2021-07-11,90 DPD,0.0845,0.0664,0.0845,Receivership,22,0.729835,2.18,Medium,2.3,4.3,0.0845,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.7334350000000001,0.7334350000000001,1.3378333333333332,0.976,1.3057253333333332,1.3057253333333332,macro_plus_industry,v1.0,baseline,0.9576646598533333,0.029232,0.9868966598533333,0.028000000000000004,0.9868966598533333,0.95926355337744,True,dampened_unsecured_proxy,0.35,0.9868966598533333,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
41,Commercial,TAS,Health Care,17046354.34,3674116.66,1.52,22.54,39,Term Loan,2506884.81,2186218.41,320666.4,1.0,2506884.81,Senior Secured,0,PPSR - Mixed,2523405.41,1.0066,2023-11-14,Receivership,0.0699,0.0533,0.0699,Receivership,24,0.748613,2.22,Medium,2.1,4.5,0.0699,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.7530129999999999,0.7530129999999999,1.224,0.9790000000000001,1.198296,1.198296,macro_plus_industry,v1.0,baseline,0.902332465848,0.029328,0.931660465848,0.11298666666666665,0.931660465848,0.8263952553467206,True,secured_proxy,0.35,0.931660465848,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
42,Commercial,VIC,Manufacturing,2082249.93,460550.81,10.93,2.79,23,Term Loan,2202098.54,2109036.98,93061.56,1.0,2202098.54,Senior Unsecured,1,Property,2027398.71,0.9207,2023-01-09,Covenant Breach,0.0749,0.0467,0.0749,Voluntary Administration,35,0.326304,3.5,Elevated,3.2,3.1,0.0749,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.35630399999999995,0.35630399999999995,1.2425251666666666,1.075,1.3357145541666664,1.3357145541666664,macro_plus_industry,v1.0,baseline,0.47592043850779986,0.0324,0.5083204385077998,0.0499733333333333,0.5083204385077998,0.4829179717941034,True,secured_proxy,0.45,0.5083204385077998,commercial,Unknown,Property,Property,NotApplicable,Elevated
43,Commercial,WA,Agriculture,5316082.42,797067.4,2.91,15.44,6,Revolving Credit,1220125.0,979089.78,241035.22,0.5005,1099726.68,Senior Secured,1,Property,1338155.89,1.2168,2021-08-30,90 DPD,0.0574,0.0643,0.0643,Workout,28,0.108864,3.5,Elevated,2.9,3.6,0.0643,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.138864,0.138864,1.1883333333333335,1.075,1.2774583333333334,1.2774583333333334,macro_plus_industry,v1.0,baseline,0.17739297399999998,0.0324,0.35,0.13835999999999998,0.20979297399999997,0.18076601811735996,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
44,Commercial,QLD,Retail Trade,2403042.55,549859.77,6.6,3.56,3,Overdraft,2773715.32,1565984.21,1207731.11,0.9304,2689687.55,Senior Secured,0,PPSR - Mixed,2877887.77,1.07,2019-10-28,Covenant Breach,0.0814,0.0454,0.0814,Workout,26,0.689445,3.23,Elevated,3.1,3.2,0.0814,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.7140449999999999,0.7140449999999999,1.232,1.05475,1.299452,1.299452,macro_plus_industry,v1.0,baseline,0.92786720334,0.031752,0.95961920334,0.11733333333333335,0.95961920334,0.84702388348144,True,secured_proxy,0.35,0.95961920334,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
45,Commercial,QLD,Information Technology,4441835.58,648616.42,9.01,2.77,23,Term Loan,3408434.45,3369368.17,39066.28,1.0,3408434.45,Senior Secured,1,PPSR - Mixed,1848514.53,0.5423,2018-09-04,90 DPD,0.0632,0.0684,0.0684,Voluntary Administration,28,0.783351,2.55,Medium,2.0,4.8,0.0684,max_contract_vs_cost_of_funds,,,Information Technology,0.010999999999999996,0.794351,0.794351,1.4047720000000001,1.00375,1.410039895,1.410039895,macro_plus_industry,v1.0,baseline,1.120066600633145,0.030119999999999997,1.150186600633145,0.05500000000000001,1.0,0.945,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
46,Commercial,NSW,Agriculture,2446357.79,207448.37,88.97,0.24,39,Revolving Credit,11671111.07,10889805.01,781306.06,0.6217,11375570.81,Senior Secured,0,PPSR - Receivables,7732673.37,0.6798,2022-07-24,Receivership,0.0842,0.0584,0.0842,Workout,35,0.921,3.5,Elevated,2.9,3.6,0.0842,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.9510000000000001,0.9510000000000001,1.383272,1.075,1.4870174,1.4870174,macro_plus_industry,v1.0,baseline,1.4141535474000002,0.0324,1.4465535474000002,0.025833333333333333,1.0,0.9741666666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
47,Commercial,SA,Retail Trade,4026382.16,313007.14,50.06,0.42,23,Term Loan,10879544.44,10051741.92,827802.52,1.0,10879544.44,Senior Secured,1,PPSR - P&E,4488447.66,0.4126,2019-12-06,Voluntary Administration,0.0826,0.0587,0.0826,Receivership,29,0.882227,3.23,Elevated,3.1,3.2,0.0826,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.9068269999999999,0.9068269999999999,1.4239999999999997,1.05475,1.5019639999999999,1.5019639999999999,macro_plus_industry,v1.0,baseline,1.3620215082279998,0.031752,1.3937735082279998,0.05083333333333334,1.0,0.9491666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
48,Commercial,NSW,Manufacturing,8633005.85,2014197.68,11.04,1.72,36,Term Loan,14829113.6,13707922.93,1121190.66,1.0,14829113.6,Senior Unsecured,1,Property,11158944.26,0.7525,2023-05-24,90 DPD,0.0619,0.0614,0.0619,Write-off,14,0.493761,3.5,Elevated,3.2,3.1,0.0619,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.523761,0.523761,1.2353874999999999,1.075,1.3280415624999997,1.3280415624999997,macro_plus_industry,v1.0,baseline,0.6955763768165624,0.0324,0.7279763768165624,0.09666666666666668,0.7279763768165624,0.657605327057628,True,secured_proxy,0.45,0.7279763768165624,commercial,Unknown,Property,Property,NotApplicable,Elevated
49,Commercial,VIC,Mining,1375002.48,118714.35,90.37,0.29,11,Term Loan,5765371.69,5164852.87,600518.82,1.0,5765371.69,Senior Unsecured,1,PPSR - Receivables,5704185.35,0.9894,2018-01-01,90 DPD,0.062,0.0497,0.062,Receivership,13,0.631071,3.5,Elevated,3.5,2.9,0.062,max_contract_vs_cost_of_funds,,,Mining,0.03,0.6610710000000001,0.6610710000000001,1.203816,1.075,1.2941022,1.2941022,macro_plus_industry,v1.0,baseline,0.8554934354562,0.0324,0.8878934354562,0.13454666666666665,0.8878934354562,0.7684303333603533,True,secured_proxy,0.45,0.8878934354562,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
50,Commercial,NT,Retail Trade,1867565.92,305477.97,3.45,10.24,14,Term Loan,540018.67,491699.83,48318.84,1.0,540018.67,Senior Secured,1,Property,743298.81,1.3764,2023-06-20,90 DPD,0.0792,0.0453,0.0792,Receivership,29,0.0,3.23,Elevated,3.1,3.2,0.0792,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.0246,0.0246,1.1921666666666666,1.05475,1.2574377916666666,1.2574377916666666,macro_plus_industry,v1.0,baseline,0.030932969674999998,0.031752,0.35,0.16611333333333334,0.06268496967500001,0.05227216041238684,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
51,Commercial,QLD,Professional Services,3676817.7,331693.87,54.32,0.8,37,Revolving Credit,10874128.32,6428692.92,4445435.4,0.5903,9052942.38,Senior Secured,1,Property,6408212.34,0.7079,2024-02-18,Voluntary Administration,0.0584,0.0476,0.0584,Workout,19,0.475623,2.18,Medium,2.3,4.3,0.0584,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.479223,0.479223,1.2546078333333335,0.9759999999999999,1.2244972453333334,1.2244972453333334,macro_plus_industry,v1.0,baseline,0.586807243400376,0.029232,0.6160392434003761,0.09250000000000001,0.6160392434003761,0.5590556133858413,True,secured_proxy,0.35,0.6160392434003761,commercial,Unknown,Property,Property,NotApplicable,Low
52,Commercial,VIC,Construction,8319353.03,992626.51,21.36,1.39,11,Term Loan,10101708.04,10035868.5,65839.54,1.0,10101708.04,Senior Unsecured,1,PPSR - Receivables,10259758.19,1.0156,2024-03-22,Covenant Breach,0.0796,0.0654,0.0796,Workout,24,0.626175,2.68,Medium,3.3,3.1,0.0796,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.6397750000000001,0.6397750000000001,1.224,1.0135,1.240524,1.240524,macro_plus_industry,v1.0,baseline,0.7936562421000001,0.030431999999999997,0.8240882421000001,0.11478666666666668,0.8240882421000001,0.729493899750148,True,secured_proxy,0.45,0.8240882421000001,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
53,Commercial,VIC,Information Technology,20668803.33,1467537.29,13.43,2.14,8,Term Loan,10242609.16,9996406.86,246202.31,1.0,10242609.16,Senior Secured,1,Property,10628678.42,1.0377,2018-05-28,Receivership,0.0595,0.0538,0.0595,Workout,23,0.303925,2.55,Medium,2.0,4.8,0.0595,max_contract_vs_cost_of_funds,,,Information Technology,0.010999999999999996,0.314925,0.314925,1.1691666666666665,1.00375,1.1735510416666664,1.1735510416666664,macro_plus_industry,v1.0,baseline,0.36958056179687493,0.030119999999999997,0.3997005617968749,0.12337333333333333,0.3997005617968749,0.3503881711527885,True,secured_proxy,0.35,0.3997005617968749,commercial,Unknown,Property,Property,NotApplicable,Medium
54,Commercial,VIC,Wholesale Trade,3749424.05,192675.17,74.02,0.42,9,Revolving Credit,11167960.84,9900675.63,1267285.2,0.5377,10582082.53,Senior Secured,0,Property,13807838.02,1.3048,2023-05-28,90 DPD,0.0573,0.0633,0.0633,Workout,16,0.113706,3.23,Elevated,3.5,2.9,0.0633,max_contract_vs_cost_of_funds,,,Wholesale Trade,0.0246,0.138306,0.138306,1.15,1.05475,1.2129625,1.2129625,macro_plus_industry,v1.0,baseline,0.167759991525,0.031752,0.35,0.19762666666666667,0.19951199152500002,0.16008310167988601,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
55,Commercial,QLD,Retail Trade,4843414.35,645722.35,34.46,1.51,36,Overdraft,10338533.5,9297383.25,1041150.26,0.8677,10200745.45,Senior Secured,0,PPSR - P&E,10615015.64,1.0406,2019-04-23,90 DPD,0.0745,0.0552,0.0745,Workout,22,0.687029,3.23,Elevated,3.1,3.2,0.0745,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.711629,0.711629,1.216,1.05475,1.2825760000000002,1.2825760000000002,macro_plus_industry,v1.0,baseline,0.912718276304,0.031752,0.944470276304,0.12811999999999998,0.944470276304,0.8234647445039316,True,secured_proxy,0.35,0.944470276304,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
56,Commercial,VIC,Health Care,3497661.22,626041.57,9.99,2.74,9,Revolving Credit,3692408.44,3403153.99,289254.44,0.7192,3611189.02,Senior Secured,0,GSR Only,880669.98,0.2439,2020-05-21,90 DPD,0.0825,0.0452,0.0825,Workout,36,0.962483,2.22,Medium,2.1,4.5,0.0825,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.9668829999999999,0.9668829999999999,1.3915,0.979,1.3622785,1.3622785,macro_plus_industry,v1.0,baseline,1.3171639229154999,0.029328,1.3464919229155,0.007583333333333333,1.0,0.9924166666666666,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
57,Commercial,QLD,Manufacturing,3119064.79,560225.03,12.21,1.33,2,Term Loan,6139107.48,5948916.02,190191.46,1.0,6139107.48,Senior Secured,1,GSR Only,1291417.24,0.2104,2018-06-30,Receivership,0.06,0.0638,0.0638,Workout,24,0.901282,3.5,Elevated,3.2,3.1,0.0638,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.931282,0.931282,1.3455,1.075,1.4464124999999999,1.4464124999999999,macro_plus_industry,v1.0,baseline,1.347017925825,0.0324,1.379417925825,0.02508333333333334,1.0,0.9749166666666667,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
58,Commercial,QLD,Construction,5665100.21,366259.8,55.99,0.53,37,Overdraft,14426616.87,10800863.57,3625753.3,0.9792,14351074.59,Senior Secured,1,Property,16542495.41,1.1527,2024-01-10,90 DPD,0.0663,0.0556,0.0663,Workout,24,0.216152,2.68,Medium,3.3,3.1,0.0663,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.229752,0.229752,1.1729999999999998,1.0135,1.1888355,1.1888355,macro_plus_industry,v1.0,baseline,0.273137333796,0.030431999999999997,0.35,0.14220666666666668,0.30356933379600004,0.26039975073465016,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
59,Commercial,QLD,Construction,3463437.99,578445.93,37.7,0.81,16,Term Loan,11186267.93,9664910.66,1521357.28,1.0,11186267.93,Senior Secured,0,Property,15468038.72,1.3828,2022-10-31,Receivership,0.0697,0.0643,0.0697,Voluntary Administration,20,0.128822,2.68,Medium,3.3,3.1,0.0697,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.142422,0.142422,1.1576666666666664,1.0135,1.1732951666666664,1.1732951666666664,macro_plus_industry,v1.0,baseline,0.16710304422699995,0.030431999999999997,0.35,0.20489333333333334,0.19753504422699994,0.15706143056518249,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Medium
60,Commercial,VIC,Transport,9504956.67,544165.55,28.22,0.47,10,Term Loan,14468667.41,13252535.66,1216131.75,1.0,14468667.41,Senior Secured,1,PPSR - P&E,9046024.21,0.6252,2024-03-19,Receivership,0.0769,0.0559,0.0769,Workout,32,0.806018,2.14,Medium,2.6,3.8,0.0769,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.808818,0.808818,1.390928,0.973,1.353372944,1.353372944,macro_plus_industry,v1.0,baseline,1.094632397820192,0.029136000000000002,1.123768397820192,0.03833333333333334,1.0,0.9616666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
61,Commercial,NSW,Arts & Recreation,4288228.38,874003.7,35.13,1.26,21,Overdraft,13833382.1,11047619.51,2785762.59,0.9233,13619790.52,Senior Secured,1,PPSR - Mixed,12153219.4,0.8923,2023-07-13,Voluntary Administration,0.0615,0.0557,0.0615,Workout,31,0.59522,3.1,Elevated,2.4,3.3,0.0615,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.61722,0.61722,1.2907719999999998,1.045,1.3488567399999998,1.3488567399999998,macro_plus_industry,v1.0,baseline,0.8325413570627999,0.03144,0.8639813570627999,0.060959999999999986,0.8639813570627999,0.8113130535362516,True,secured_proxy,0.35,0.8639813570627999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
62,Commercial,NSW,Agriculture,8229564.03,562061.01,35.28,0.8,13,Term Loan,11726041.35,10315881.64,1410159.71,1.0,11726041.35,Senior Secured,1,GSR Only,6014003.39,0.5129,2020-06-10,90 DPD,0.0553,0.0589,0.0589,Workout,24,0.800197,3.5,Elevated,2.9,3.6,0.0589,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.8301970000000001,0.8301970000000001,1.3410494999999998,1.075,1.4416282124999997,1.4416282124999997,macro_plus_industry,v1.0,baseline,1.1968354171328623,0.0324,1.2292354171328623,0.02508333333333334,1.0,0.9749166666666667,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Elevated
63,Commercial,WA,Financial Services,11962616.64,2174424.97,13.15,2.38,3,Term Loan,13504553.05,11478884.26,2025668.79,1.0,13504553.05,Senior Secured,0,PPSR - Mixed,14800110.08,1.0959,2024-02-02,Voluntary Administration,0.058,0.0696,0.0696,Receivership,21,0.677242,2.45,Medium,2.5,4.0,0.0696,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.686242,0.686242,1.212,0.99625,1.207455,1.207455,macro_plus_industry,v1.0,baseline,0.82860633411,0.02988,0.85848633411,0.14334666666666668,0.85848633411,0.7354251797364452,True,secured_proxy,0.35,0.85848633411,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
64,Commercial,NSW,Health Care,9156255.75,2071101.11,5.76,6.87,2,Revolving Credit,7048985.54,4684681.25,2364304.29,0.6094,6125422.56,Senior Secured,1,Property,7352285.81,1.2003,2018-08-10,Covenant Breach,0.0834,0.0461,0.0834,Workout,22,0.157693,2.22,Medium,2.1,4.5,0.0834,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.16209300000000001,0.16209300000000001,1.1653333333333333,0.979,1.1408613333333333,1.1408613333333333,macro_plus_industry,v1.0,baseline,0.184925636104,0.029328,0.35,0.16005999999999998,0.214253636104,0.17996019910919375,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
65,Commercial,QLD,Financial Services,2784528.23,406676.56,6.76,5.98,10,Term Loan,1420445.81,1222607.96,197837.85,1.0,1420445.81,Senior Secured,0,Property,1619899.23,1.1404,2021-03-04,90 DPD,0.0569,0.0699,0.0699,Receivership,25,0.305377,2.45,Medium,2.5,4.0,0.0699,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.314377,0.314377,1.1768333333333334,0.9962499999999999,1.1724202083333333,1.1724202083333333,macro_plus_industry,v1.0,baseline,0.3685819478352083,0.02988,0.39846194783520833,0.13558,0.39846194783520833,0.3444384769477108,True,secured_proxy,0.35,0.39846194783520833,commercial,Unknown,Property,Property,NotApplicable,Low
66,Commercial,NSW,Retail Trade,7210522.16,1697613.32,12.47,2.09,29,Revolving Credit,11838750.9,6232227.38,5606523.52,0.7227,10283791.52,Senior Unsecured,1,PPSR - Receivables,7583799.81,0.7375,2020-02-22,Covenant Breach,0.0554,0.0597,0.0597,Workout,16,0.712438,3.23,Elevated,3.1,3.2,0.0597,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.737038,0.737038,1.2944999999999998,1.05475,1.3653738749999997,1.3653738749999997,macro_plus_industry,v1.0,baseline,1.0063324300822498,0.031752,1.0380844300822498,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
67,Commercial,NSW,Agriculture,8883874.97,512508.17,7.04,3.55,25,Overdraft,2092418.38,1431654.39,660763.99,0.9368,2050683.45,Senior Secured,0,PPSR - Mixed,2178006.37,1.0621,2019-01-17,90 DPD,0.0745,0.0669,0.0745,Workout,26,0.585225,3.5,Elevated,2.9,3.6,0.0745,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.615225,0.615225,1.232,1.075,1.3244,1.3244,macro_plus_industry,v1.0,baseline,0.81480399,0.0324,0.84720399,0.11575333333333335,0.84720399,0.7491373041442,True,secured_proxy,0.35,0.84720399,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
68,Commercial,VIC,Agriculture,4315067.5,661011.17,1.58,20.96,17,Term Loan,429907.24,396791.84,33115.4,1.0,429907.24,Senior Secured,1,Property,503233.34,1.1706,2019-03-22,90 DPD,0.0746,0.0618,0.0746,Receivership,15,0.076107,3.5,Elevated,2.9,3.6,0.0746,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.10610699999999999,0.10610699999999999,1.15,1.075,1.2362499999999998,1.2362499999999998,macro_plus_industry,v1.0,baseline,0.13117477874999997,0.0324,0.35,0.17078666666666667,0.16357477874999998,0.13563838753655,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
69,Commercial,NSW,Agriculture,16616352.52,1423380.48,7.82,3.11,10,Revolving Credit,7768072.95,5376357.5,2391715.45,0.5283,6639881.35,Senior Unsecured,0,PPSR - P&E,6282850.15,0.9462,2021-12-29,Receivership,0.0653,0.0461,0.0653,Voluntary Administration,32,0.713099,3.5,Elevated,2.9,3.6,0.0653,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.7430990000000001,0.7430990000000001,1.275368,1.075,1.3710206,1.3710206,macro_plus_industry,v1.0,baseline,1.0188040368394,0.0324,1.0512040368394,0.06757333333333332,1.0,0.9324266666666667,True,secured_proxy,0.45,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
